,OPERATION NAME,ZIPCODE,VENDOR TYPE,LATITUDE,LONGITUDE
1081,NICHOLAS EXPRESS DELI CORP.,10027,DELICATESSEN,40.81316998,-73.95174897
1082,OMEGA SALAD BAR AND DELI CORP,10027,GROCERY SUPERMARKET,40.81101998,-73.95281003
1083,COLUMBIA 1 MARKET INC.,10027,GROCERY SUPERMARKET,40.815683,-73.95725496
1084,CIBAO FOOD CENTER CORP,10027,GROCERY SUPERMARKET,40.80754303,-73.949177
1085,OLD BROADWAY FOOD GOURMET INC,10027,GROCERY SUPERMARKET,40.81566,-73.95721104
1086,SARH DELI GROCERY INC,10027,DELICATESSEN,40.81305,-73.94599597
1087,A &S DELI INC.,10027,GROCERY SUPERMARKET,40.81027999,-73.94704002
1088,YUMMY FOODS DELI CORP,10027,GROCERY SUPERMARKET,40.81406002,-73.94855999
1089,"METHA, JYOTI N",10027,STAND,40.76093002,-73.96702993
1090,FAMILY GOURMET DELI CORP II,10027,GROCERY SUPERMARKET,40.81129001,-73.95012598
1091,"MEHTA, JYOTI",10027,STAND,40.63718002,-74.0077799
1092,"PARMAR, ROSHAN",10027,GROCERY SUPERMARKET,40.80798003,-73.96380994
1093,W MINI MART CORP,10027,GROCERY SUPERMARKET,40.81477478,-73.95741157
1094,J & F GOURMET DELI CORP.,10027,CONVENIENCE STORE,40.80889999,-73.95187797
1095,FREDERICK DELI & GROCERY INC,10027,GROCERY SUPERMARKET,40.80809159,-73.95262115
1096,MANHATTANVILLE GOURMET DELI 2 INC,10027,GROCERY SUPERMARKET,40.81743,-73.95308496
1097,GRAB & GO FOOD INC,10027,GROCERY SUPERMARKET,40.80888,-73.94068603
1098,SMK NEWS INC,10027,GROCERY SUPERMARKET,40.81530082,-73.95795347
1099,THRIFTY  DELI SUPRMARKET CORP,10027,GROCERY SUPERMARKET,40.81434999,-73.95959401
1100,JOE'S GOURMET HEALTH DELI INC,10027,DELICATESSEN,40.81485001,-73.95923099
1101,APOLLO DELI & FRUIT CORP,10027,OTHER,40.81086001,-73.95043402
1102,453 HARLEM DELI CORP,10027,CONVENIENCE STORE,40.81283001,-73.95556701
1103,501 DELI CORP.,10027,GROCERY SUPERMARKET,40.81365999,-73.95628702
1104,LAM SUPERMARKET CORP,10027,GROCERY SUPERMARKET,40.80957,-73.95881701
1105,HARLEM SMOKE SHOP 1 INC,10027,GROCERY SUPERMARKET,40.81034,-73.95312503
1106,W. MINI MART CORP,10027,GROCERY SUPERMARKET,40.81477478,-73.95741157
1107,GOALS SERVICE STATION INC,10027,GAS STATION,40.81754999,-73.95639204
1108,PEACH GOURMET CORP.,10027,GROCERY SUPERMARKET,40.80803374,-73.94514009
1109,ASSARY GROCERY CORP,10027,GROCERY SUPERMARKET,40.81234998,-73.95140104
1110,FAMILY COMMUNITY DELI & LUNCHEONETTE,10027,GROCERY SUPERMARKET,40.8136468,-73.95133343
1111,THE BROTHERS GOURMET DELI  INC,10027,GROCERY SUPERMARKET,40.81495998,-73.947455
1112,MOHAMMAD MARUF MORSHED,10027,GROCERY SUPERMARKET,40.80798003,-73.96380994
1113,117 MORNINGSIDE INC.,10027,GROCERY SUPERMARKET,40.81057539,-73.95451671
1114,CASA BONITA GOURMET DELI INC,10027,GROCERY SUPERMARKET,40.80625998,-73.94260096
1115,BAHAMAS DELI CORP,10027,DELICATESSEN,40.81375001,-73.96004001
1116,5 STAR CANDY GROCERY CORP,10027,GROCERY SUPERMARKET,40.81103538,-73.95045141
1117,ADNADER INC.,10027,GROCERY SUPERMARKET,40.80733999,-73.95269101
1118,ELEGANZA GOURMET INC.,10027,GROCERY SUPERMARKET,40.81278002,-73.95298496
1119,FRANCHISE GOURMET DELI CORP.,10027,OTHER,40.80999141,-73.94371108
1120,125 FOOD MART INC,10027,GROCERY SUPERMARKET,40.81419999,-73.956759
1121,GREEN GARDEN DELI INC,10027,DELICATESSEN,40.80906315,-73.944393
1122,LENOX GOURMET DELI & GROCERY CORP,10027,DELICATESSEN,40.80520998,-73.94767704
1123,3060 BROADWAY CORP,10027,GROCERY SUPERMARKET,40.81117999,-73.96126
1124,LONE STAR NEWS INC,10028,STAND,40.77595002,-73.94677297
1125,MIKE'S SMOKE SHOP INC,10028,TOBACCO RETAIL,40.77736999,-73.94879301
1126,82 CORNER MARKET INC,10028,GROCERY SUPERMARKET,40.77411002,-73.95116601
1127,NY SMOKE N VAPE CORP,10028,GROCERY SUPERMARKET,40.77799,-73.95685103
1128,EASTEND GROCERY & LOTTO INC,10028,GROCERY SUPERMARKET,40.77725998,-73.948878
1129,"UHLFELDER, HELEN",10028,GROCERY SUPERMARKET,40.77882002,-73.9539799
1130,GOOD FOR LIFE BY 81 INC,10028,OTHER,40.77558,-73.95604302
1131,K.Y. FRUIT & VEGETABLE,10028,GROCERY SUPERMARKET,40.77400001,-73.94829998
1132,JUBILEE SMOKE & VAPE INC,10028,GROCERY SUPERMARKET,40.77692999,-73.95727298
1133,"PAREKH, KISHOR T.",10028,STAND,40.7782304,-73.9525896
1134,EAST 86TH DELI AND GROCERY CORP.,10028,CONVENIENCE STORE,40.77714,-73.94960404
1135,84TH ST CORNER DELI CORP,10028,GROCERY SUPERMARKET,40.77659002,-73.95245297
1136,DAONA INC.,10028,CONVENIENCE STORE,40.77558,-73.95604302
1137,150 MARKET INC,10028,GROCERY SUPERMARKET,40.70958999,-74.006274
1138,"SALCONG, SEUNG Y",10028,CONVENIENCE STORE,40.77628001,-73.95561797
1139,YC DELI GOURMET MARKET INC,10028,GROCERY SUPERMARKET,40.77512,-73.95353096
1140,87TH STREET DELI INC,10028,DELICATESSEN,40.77746002,-73.94917003
1141,"UHIFELDER, BERNARD A",10028,GROCERY SUPERMARKET,40.77950005,-73.95557992
1142,LEXINGTON AVENUE NEWS INC,10028,CONVENIENCE STORE,40.77841002,-73.95654501
1143,N.A. CANDY STORE INC,10028,CONVENIENCE STORE,40.77454999,-73.95130104
1144,RUCHIKA ENTERPRISES INC,10028,CONVENIENCE STORE,40.77462999,-73.94784996
1145,AMAZING STORE & SMOKE SHOP INC.,10028,GROCERY SUPERMARKET,40.77582999,-73.95345402
1146,"DISCOUNT DEPOT, INC",10028,GROCERY SUPERMARKET,40.77697001,-73.95261801
1147,"ALSABAHI, AHMED S.",10028,GROCERY SUPERMARKET,40.77779001,-73.953436
1148,INTERNATIONAL NEWS & MAGAZINE INC.,10028,STAND,40.77759999,-73.95148603
1149,337 I&S CORP,10028,DISCOUNT STORE,40.77741002,-73.95025104
1150,ALL STAR DELI AND GROCERY CORP,10028,CONVENIENCE STORE,40.77256,-73.94980202
1151,86 STREET NEWS LLC,10028,STAND,40.77787006,-73.95173992
1152,"MODUWA 84, INC",10028,GROCERY SUPERMARKET,40.77443,-73.947987
1153,SAI BABA QUICK STOP INC.,10028,CONVENIENCE STORE,40.7754674,-73.95357474
1154,"TRIPP, MARIE J",10028,GROCERY SUPERMARKET,40.77950005,-73.95557992
1155,EAST HARLEM GROCERY CORP,10029,GROCERY SUPERMARKET,40.7957,-73.94628003
1156,EMMERSON GOURMET CORP.,10029,RESTAURANT/ATUPA,40.78834002,-73.94725702
1157,KANAN DELI & GRILL CORP,10029,GROCERY SUPERMARKET,40.79578001,-73.93578597
1158,COD GOURMET DELI CORP,10029,BAR/LOUNGE,40.78948,-73.94641598
1159,1978 FIRST AVENUE NEWS STAND CORP,10029,STAND,40.78675999,-73.941918
1160,GREEN OLIVE DELI CORP,10029,DELICATESSEN,40.79850999,-73.94094201
1161,VAQUERO DELI GROCERY CORP.,10029,CONVENIENCE STORE,40.79722002,-73.93869801
1162,1 UP BISTRO CORP.,10029,CONVENIENCE STORE,40.78816999,-73.953652
1163,STOP I KING GOURMET DELI INC.,10029,CONVENIENCE STORE,40.79484002,-73.94420501
1164,2234 EAST SIDE DELI INC,10029,DELICATESSEN,40.79509998,-73.93584196
1165,OXFORD 3 DELI GROCERY CORP.,10029,CONVENIENCE STORE,40.78935,-73.94314503
1166,"ALOUBAHI, MUHAMED M.",10029,GROCERY SUPERMARKET,40.79591998,-73.94343001
1167,106 CANDY & CONVENIENCE CORP,10029,GROCERY SUPERMARKET,40.79087001,-73.94343496
1168,SUN&MOON DELI CORP,10029,DELICATESSEN,40.79604999,-73.943701
1169,LUCKY TOBACCO EXPRESS INC,10029,CONVENIENCE STORE,40.79829001,-73.94168599
1170,CHERRY CANDY SHOP CORP,10029,GROCERY SUPERMARKET,40.78967999,-73.94642101
1171,116 STREET MARINI DELI GROCERY INC,10029,GROCERY SUPERMARKET,40.79837999,-73.94162296
1172,"PERFECT DELI, INC.",10029,CONVENIENCE STORE,40.79015001,-73.94758501
1173,GOTHAM 1ST AVENUE GOURMET DELI CORP,10029,GROCERY SUPERMARKET,40.79340998,-73.93752002
1174,F & L MINI MARKET CORP,10029,GROCERY SUPERMARKET,40.79243001,-73.94632202
1175,K & B GOURMET DELI INC.,10029,GROCERY SUPERMARKET,40.78782998,-73.94425404
1176,106 FAMILY DELI & GROCERY INC,10029,GROCERY SUPERMARKET,40.79004,-73.941458
1177,M & S CANDY & SMOKE SHOP INC.,10029,GROCERY SUPERMARKET,40.78739999,-73.95161402
1178,2037 MEAT & GROCERY INC.,10029,CONVENIENCE STORE,40.78985999,-73.94321301
1179,EZ OXFORD DELI & GROCERY CORP.,10029,GROCERY SUPERMARKET,40.78910998,-73.94070003
1180,QUICK LOTTO & SMOKE SHOP INC.,10029,CONVENIENCE STORE,40.79017,-73.94591902
1181,IN & OUT DELI GROCERY INC,10029,DELICATESSEN,40.79427001,-73.93954802
1182,EASY PASS CONVENIENCE CORP,10029,CONVENIENCE/GAS,40.79772,-73.93986896
1183,SANOLA DELI GROCERY CORP,10029,GROCERY SUPERMARKET,40.79634,-73.93802704
1184,BROADWAY TOBACCO HOUSE INC.,10029,GROCERY SUPERMARKET,40.80302,-73.96721299
1185,1705 DELI GROCERY INC,10029,DELICATESSEN,40.79276998,-73.94572397
1186,"OH, EUGENE J.",10029,STAND,40.78917004,-73.95274994
1187,MUSHEER 2 CANDY CORP.,10029,GROCERY SUPERMARKET,40.79269999,-73.95034399
1188,ALL FRESH GROCERY & DELI CORP,10029,CONVENIENCE STORE,40.78990999,-73.94114301
1189,HOMADI FOOD CORP.,10029,GROCERY SUPERMARKET,40.79589002,-73.93474603
1190,ALFADHI GROCERY DELI INC.,10029,GROCERY SUPERMARKET,40.79202999,-73.94455503
1191,330 SMOKE SHOP CORP.,10029,GROCERY SUPERMARKET,40.78997998,-73.94130202
1192,MR. MOE'S DELI INC,10029,GROCERY SUPERMARKET,40.79396,-73.94270196
1193,TOBACCO HOUSE 1 CORP.,10029,TOBACCO RETAIL,40.79458999,-73.94415002
1194,1944 FIRST AVENUE DELI CO LLC,10029,DELICATESSEN,40.78608001,-73.94241798
1195,153 J AND J FOOD MARKET CORP,10029,GROCERY SUPERMARKET,40.78777001,-73.949209
1196,"7 ELEVEN, INC.",10029,GROCERY SUPERMARKET,40.79676002,-73.93772403
1197,NEW LEXINGTON DELI GROCERY CORP,10029,GROCERY SUPERMARKET,40.79238999,-73.946002
1198,MIKE GOURMET DELI CORP,10029,DELICATESSEN,40.79092564,-73.93905402
1199,FAMILY FINEST DELI CORP,10029,GROCERY SUPERMARKET,40.79112,-73.93919497
1200,OLIVE OASIS DELI CAFE CORP,10029,GROCERY SUPERMARKET,40.78457998,-73.94705804
1201,ASUNAN INC.,10029,GROCERY SUPERMARKET,40.79125998,-73.94681203
1202,ANABELLE DELI GROCERY,10029,GROCERY SUPERMARKET,40.79271998,-73.941127
1203,BIG APPLE GROCERY 1 CORP.,10029,GROCERY SUPERMARKET,40.78923998,-73.94660399
1204,G115 CONVENIENCE STORE INC,10029,GROCERY SUPERMARKET,40.79982,-73.94630501
1205,EAST 110 CANDY GROCERY CORP.,10029,GROCERY SUPERMARKET,40.79504001,-73.944406
1206,THE NEW KING DELI GROCERY CORP,10029,GROCERY SUPERMARKET,40.79957001,-73.945715
1207,LEX & 103 INC,10029,GROCERY SUPERMARKET,40.79005999,-73.94769699
1208,"2256 SECOND AVENUE CONVENIENCE, LLC",10029,CONVENIENCE STORE,40.79676002,-73.93772403
1209,L & O GROCERY CORP,10029,GROCERY SUPERMARKET,40.79507002,-73.94862
1210,"7 ELEVEN, INC",10029,CONVENIENCE STORE,40.79086,-73.94745903
1211,ALIM DELI & GROCERY CORP.,10029,DELICATESSEN,40.79079998,-73.94908503
1212,MANHATTAN HAAT BAZAAR  INC,10029,GROCERY SUPERMARKET,40.79197001,-73.94522198
1213,MOE'S GROCERY INC.,10029,GROCERY SUPERMARKET,40.79310002,-73.943772
1214,323 DELI & GROCERY CORP,10029,GROCERY SUPERMARKET,40.79143998,-73.940077
1215,1517 NEW BANI  GROCERY INC,10029,GROCERY SUPERMARKET,40.78702,-73.94992004
1216,HARLEM TASTE DELI CORP.,10029,BAR/LOUNGE,40.79222,-73.93853096
1217,ZAID GOURMET CORP.,10029,BAR/LOUNGE,40.79571999,-73.94814601
1218,MADISON DELI EXPRESS INC,10029,GROCERY SUPERMARKET,40.79287999,-73.95020997
1219,KEVIN GROCERY STORE INC,10029,CONVENIENCE STORE,40.79115999,-73.93939798
1220,GOLD DELI INC,10029,GROCERY SUPERMARKET,40.79045,-73.94826101
1221,LOTTO AND PHOTO CENTER INC.,10029,STATIONERY STORE,40.78767001,-73.95366901
1222,SOLER BROTHERS DELI GROCERY CORP,10029,GROCERY SUPERMARKET,40.78821999,-73.94130302
1223,1663 CANDY STORE CORP,10029,GROCERY SUPERMARKET,40.79657,-73.94715602
1224,S & A CANDY GROCERY CORP.,10029,GROCERY SUPERMARKET,40.79041999,-73.94743698
1225,NYC GREEN VALLEY GROCERY INC,10029,GROCERY SUPERMARKET,40.79939998,-73.94386504
1226,1600 MADISON AVENUE FOOD CORP.,10029,GROCERY SUPERMARKET,40.79445998,-73.94906299
1227,"NUNEZ, DOMINGO",10030,GROCERY SUPERMARKET,40.81859002,-73.94523799
1228,HEALTHY DELI CORP,10030,CONVENIENCE STORE,40.82102999,-73.94581299
1229,BRAVO AT 2301 DELI CORP,10030,GROCERY SUPERMARKET,40.81529515,-73.94353384
1230,128 T EDGECOMBE DELI  CORP.,10030,GROCERY SUPERMARKET,40.82089998,-73.94493004
1231,8 AVE DELI 1 CORP,10030,GROCERY SUPERMARKET,40.82220999,-73.94216703
1232,EVERGREEN ORGANIC FOODS & DELI INC,10030,GAS STATION,40.82212999,-73.94265603
1233,HA GOURMET DELI INC,10030,GROCERY SUPERMARKET,40.81922,-73.94477799
1234,RIMAR GOURMET DELI INC,10030,RESTAURANT/ATUPA,40.81922,-73.94477799
1235,HARLEM EMPIRE DELI INC,10030,GROCERY SUPERMARKET,40.81638749,-73.94606918
1236,MOBILE UNIT SHOP ZONE INC,10030,CONVENIENCE/GAS,40.82076335,-73.93988893
1237,ONE STOP FINEST INC,10030,GROCERY SUPERMARKET,40.81642285,-73.94652749
1238,143 N EXPRESS DELI CORP,10030,DELICATESSEN,40.82176998,-73.94291604
1239,NAJI DELI AND GROCERY CORP,10030,BAR/LOUNGE,40.81858611,-73.94146514
1240,SAM GROCERY CORP I,10030,GROCERY SUPERMARKET,40.81529515,-73.94353384
1241,ADAM 1 FOOD CENTER INC,10030,GROCERY SUPERMARKET,40.82087999,-73.94356304
1242,L M GROCERY CORP,10030,GROCERY SUPERMARKET,40.82046002,-73.94387199
1243,2278 DELI & GROCERY INC,10030,DELICATESSEN,40.81456837,-73.94440743
1244,MINI MARKET BEST DELI CORP,10030,GROCERY SUPERMARKET,40.81618001,-73.94338098
1245,HARLEM GOURMET DELI INC,10030,DELICATESSEN,40.81671,-73.94661002
1246,2536 DELI GROCERY INC,10030,GROCERY SUPERMARKET,40.81657999,-73.94626896
1247,ESAYI CORPORATION,10030,RESTAURANT/ATUPA,40.82035001,-73.93967702
1248,MY DREAM SNACK STORE INC.,10030,GROCERY SUPERMARKET,40.82076998,-73.94364803
1249,CONVENIENCE AND CANDY CORP.,10031,GROCERY SUPERMARKET,40.82038999,-73.95453604
1250,91 CATHERINE GROCERY CORP,10031,GROCERY SUPERMARKET,40.82314001,-73.95022003
1251,ZZ DELI GROCERY CORP,10031,GROCERY SUPERMARKET,40.82634998,-73.946563
1252,BROADWAY FINEST DELI CORP.,10031,GROCERY SUPERMARKET,40.82897,-73.94826897
1253,3635 SILVER SADDLE DELI GROCERY INC,10031,GROCERY SUPERMARKET,40.82946,-73.94856502
1254,CUTE GIFTS AND CIGAR CORP,10031,GROCERY SUPERMARKET,40.82231695,-73.95364767
1255,MINI STAR CONVENIENCE CORP,10031,GROCERY SUPERMARKET,40.82892,-73.94896802
1256,SUGAR HILL GOURMET DELI  AT 145 INC,10031,CONVENIENCE STORE,40.82578999,-73.94934403
1257,BIG APPLE SMOKE SHOP AND ORGANIC COR,10031,GROCERY SUPERMARKET,40.82647001,-73.95008198
1258,K & N DELI GROCERY CORP,10031,GROCERY SUPERMARKET,40.82412709,-73.94477275
1259,145 DELI & GROCERY INC,10031,DELICATESSEN,40.82504002,-73.94753203
1260,MAGD DELI CORP,10031,GROCERY SUPERMARKET,40.82322999,-73.95243201
1261,149 GOURMET DELI INC,10031,GROCERY SUPERMARKET,40.82682,-73.94318401
1262,LOS VECINOS MINI MARKET INC,10031,BAR/LOUNGE,40.82553002,-73.95076996
1263,LAITH GROCERY CORP.,10031,GROCERY SUPERMARKET,40.82043001,-73.955162
1264,SANTIAGO FOOD CENTER INC.,10031,OTHER,40.83663998,-73.94267397
1265,CAMPUS DELI AND GRILL INC.,10031,GROCERY SUPERMARKET,40.82161001,-73.95047199
1266,AMEER FOOD CORP,10031,CONVENIENCE STORE,40.82547998,-73.94347603
1267,SUBHAN WHOLESALE & RETAIL INC.,10031,GROCERY SUPERMARKET,40.82534,-73.951582
1268,JAR DELI MARKET CORP,10031,GROCERY SUPERMARKET,40.81841999,-73.95291498
1269,KASSIM FOOD MARKET CORP,10031,CONVENIENCE STORE,40.82760002,-73.945657
1270,"SUHAIL, FADHL N.",10031,GROCERY SUPERMARKET,40.81951999,-73.95200898
1271,THE HEIGHTS DELI FOODS INC,10031,GROCERY SUPERMARKET,40.82291001,-73.94908403
1272,GOLDEN DELI CORP,10031,GROCERY SUPERMARKET,40.82137,-73.95447703
1273,SAEED DELI GROCERY CORP.,10031,GROCERY SUPERMARKET,40.82586999,-73.947354
1274,SANTIAGO DELI FOOD CORP,10031,DELICATESSEN,40.82252,-73.95362601
1275,1622 AMSTERDAM GROCERY CORP,10031,CONVENIENCE STORE,40.82202002,-73.95017904
1276,G & K FOOD CORP,10031,GROCERY SUPERMARKET,40.82202999,-73.95399297
1277,SAM GOURMET DELI & GROCERY CORP,10031,GROCERY SUPERMARKET,40.8238,-73.95269202
1278,JACOB GOURMENT FOOD INC,10031,GROCERY SUPERMARKET,40.83049001,-73.94806596
1279,"HENRIQUEZ, MIGUEL",10031,GROCERY SUPERMARKET,40.81889,-73.95263703
1280,ADEN EXPRESS DELI INC,10031,GROCERY SUPERMARKET,40.82770999,-73.94983404
1281,GHANSHYAM 2 DELI & GROCERY INC,10031,GROCERY SUPERMARKET,40.82742001,-73.94938896
1282,HAMILTON HEIGHTS GROCERY INC,10031,GROCERY SUPERMARKET,40.82271999,-73.95282898
1283,AMSTERDAM GOURMET DELI & GROCERY COR,10031,GROCERY SUPERMARKET,40.82549,-73.94781199
1284,WALLY'S DELI & GROCERY CORP.,10031,GROCERY SUPERMARKET,40.82037,-73.95521396
1285,N & H DELI CORP.,10031,GROCERY SUPERMARKET,40.83026001,-73.94730396
1286,APOLLO 2 DELI AND GROCERY CORP,10031,GROCERY SUPERMARKET,40.82401998,-73.94515501
1287,SAVORY DELI & GROCERY INC,10031,CONVENIENCE STORE,40.82919002,-73.94494001
1288,PAPAJUAN NEW CIGAR ROOM CORP,10031,TOBACCO RETAIL,40.82368998,-73.95210202
1289,SUGAR HILL CANDY CORP,10031,GROCERY SUPERMARKET,40.82554,-73.94387903
1290,HAIDERAH CANDY & GROCERY CORP,10031,GROCERY SUPERMARKET,40.82631,-73.94976103
1291,128 P & L DELI GROCERY CORP,10032,GROCERY SUPERMARKET,40.84272998,-73.93690998
1292,WADEE CONVENIENCE 4089 INC,10032,GROCERY SUPERMARKET,40.84434523,-73.93898037
1293,HUDSON CANDY & GROCERY CORP,10032,GROCERY SUPERMARKET,40.83666999,-73.94360503
1294,RIVERSIDE GOURMET MARKET INC.,10032,GROCERY SUPERMARKET,40.83402001,-73.94549699
1295,"MORONTA, JOSE R DURAN",10032,GROCERY SUPERMARKET,40.84067,-73.936683
1296,WASHINGTON HEIGHTS GROCERY CANDY INC,10032,GROCERY SUPERMARKET,40.84351864,-73.93918096
1297,AMSTERDAM FIVE STARS GROCERY CORP.,10032,GROCERY SUPERMARKET,40.83281,-73.94166696
1298,"KERZHNER, VOLKO",10032,STAND,40.84120786,-73.94259335
1299,AVI DELI GROCERY INC,10032,GROCERY SUPERMARKET,40.83282999,-73.94227398
1300,LOS AMIGOS FOOD CORP,10032,GROCERY SUPERMARKET,40.83686001,-73.94032502
1301,1252 DELI GROCERY CORP,10032,CONVENIENCE STORE,40.84390001,-73.93746
1302,3875 MH DELI GROCERY INC,10032,DELICATESSEN,40.83702002,-73.94304101
1303,EDDY FOOD CENTER CORP.,10032,GROCERY SUPERMARKET,40.83768998,-73.93872601
1304,NY 1 GOURMET DELI CORP,10032,GROCERY SUPERMARKET,40.83353,-73.94132699
1305,173 JR GROCERY STORE CORP,10032,GROCERY SUPERMARKET,40.84467001,-73.93846499
1306,"FINE, ELLEN",10032,GROCERY SUPERMARKET,40.84104006,-73.93967995
1307,AMSTERDAM AUTO CENTER INC,10032,GROCERY SUPERMARKET,40.83936662,-73.93735386
1308,DYLAN'S DELICIOUS DELI GROCERY CORP.,10032,CONVENIENCE STORE,40.83819001,-73.94629
1309,HEIGHTS TOBACCO AND GIFT SHOP CORP.,10032,GROCERY SUPERMARKET,40.83571001,-73.94333999
1310,165 DELI GROCERY CORP,10032,OTHER,40.83794002,-73.93809502
1311,GRAB & GO GOURMET DELI INC,10032,DELICATESSEN,40.83850001,-73.94130503
1312,OUR COMMUNITY GROCERY CORP,10032,GROCERY SUPERMARKET,40.80815999,-73.93908299
1313,FUAD H. AL-SAIDI,10032,GROCERY SUPERMARKET,40.83494001,-73.94456098
1314,LA BODEGUITA DELI GROCERY CORP.,10032,BAR/LOUNGE,40.84191999,-73.93562697
1315,"VOLKO, KERZHNER",10032,GROCERY SUPERMARKET,40.84182,-73.94195899
1316,JOSE GROCERY CORP.,10032,GROCERY SUPERMARKET,40.83029002,-73.94368097
1317,PRESTIGE CAFE & DELI CORP.,10032,GROCERY SUPERMARKET,40.84290001,-73.94180703
1318,AL MUTAZ CANDY & GROCERY INC,10032,OTHER,40.84129001,-73.93760602
1319,AZEEZ 2 DELI GROCERY CORP.,10032,GROCERY SUPERMARKET,40.83778998,-73.94248102
1320,PRESBYTERIAN 164 DELI CORP,10032,CONVENIENCE STORE,40.83804999,-73.94012796
1321,FIKRI DELI GROCERY CORP.,10032,CONVENIENCE STORE,40.8343499,-73.944858
1322,"WEJDAN CANDY AND GROCERY, INC.",10032,CONVENIENCE STORE,40.83750001,-73.94202898
1323,A.L BROADWAY GROCERY CORP.,10032,CONVENIENCE STORE,40.83364999,-73.94484304
1324,TWO RIVERS DELI GROCERY CORP,10032,OTHER,40.83264999,-73.94240801
1325,MWDBC STORE 6 LLC,10032,CONVENIENCE STORE,40.84416999,-73.93876196
1326,172 DELI GROCERY CORP,10032,GROCERY SUPERMARKET,40.84328,-73.93791003
1327,O & B RANCH DELI GROCERY CORP,10032,GROCERY SUPERMARKET,40.83453001,-73.94381198
1328,SAMMY MINI MART INC.,10032,CONVENIENCE STORE,40.84218,-73.937315
1329,159 CANDY GROCERY CORP,10032,GROCERY SUPERMARKET,40.83393101,-73.94117215
1330,"AHMAD, MIRZA",10032,STAND,40.83471005,-73.94451991
1331,BROADWAY GOURMET DELI CORP,10032,CONVENIENCE STORE,40.83320001,-73.94517102
1332,HAMPDEN DELI GRILL 99 DISCOUNT PLUS DISCOUNT PLUS,10033,GROCERY SUPERMARKET,40.84605998,-73.93571498
1333,BROADWAY S/S INC,10033,CONVENIENCE STORE,40.85097999,-73.93567902
1334,QMART GROCERY INC,10033,GROCERY SUPERMARKET,40.85199001,-73.93503001
1335,JARABACOA DELI FOOD CORP,10033,GROCERY SUPERMARKET,40.85186001,-73.929866
1336,HEIGHTS TOBACCO AND CANDY INC,10033,CONVENIENCE STORE,40.84462002,-73.93552697
1337,186 GROCERY CORP,10033,CONVENIENCE STORE,40.85202002,-73.93038903
1338,FT WASHINGTON CANDY & GROCERY,10033,CONVENIENCE STORE,40.85086001,-73.93854898
1339,BUENO'S SNACK IN THE HEIGHTS CORP.,10033,GROCERY SUPERMARKET,40.85178,-73.93382896
1340,YUMMILICIOUS DELI CORP,10033,GROCERY SUPERMARKET,40.84557002,-73.93884897
1341,HIGH CLOUD CONVENIENCE STORE INC,10033,GROCERY SUPERMARKET,40.84689,-73.93868401
1342,CUENCA LOPEZ CORP,10033,GROCERY SUPERMARKET,40.84356,-73.93444403
1343,BAVARO SMOKE SHOP INC,10033,GROCERY SUPERMARKET,40.84996,-73.93558296
1344,CHANNEL GROCERY CORP,10033,CONVENIENCE STORE,40.84485001,-73.93676799
1345,OASIS DELI & GRILL CORP PLUS,10033,GROCERY SUPERMARKET,40.85524001,-73.93762404
1346,ELIZABETH'S GROCERY STORE,10033,GROCERY SUPERMARKET,40.84603002,-73.93263999
1347,181 GERMAN DELI INC,10033,GROCERY SUPERMARKET,40.85119,-73.93883204
1348,ORO DELI & GROCERY INC.,10033,GROCERY SUPERMARKET,40.84695002,-73.935245
1349,TUMBLR SNACK SHOP CORP.,10033,GROCERY SUPERMARKET,40.84495999,-73.93714099
1350,174 UPTOWN INC,10033,GROCERY SUPERMARKET,40.84526999,-73.93850104
1351,ME QUICK STOP GROCERY & CANDY CORP,10033,DELICATESSEN,40.85181999,-73.93469004
1352,NY OLIVES DELI AND GRILL INC,10033,GROCERY SUPERMARKET,40.84776,-73.93817003
1353,SANTIAGO CANDY CORP,10033,GROCERY SUPERMARKET,40.84708002,-73.93559101
1354,BEST NY DELI GROCERY INC.,10033,DELICATESSEN,40.84599,-73.93871704
1355,"7 ELEVEN, INC",10033,CONVENIENCE/GAS,40.84738998,-73.93557802
1356,1408 GOURMET DELI CORP,10033,GROCERY SUPERMARKET,40.84887999,-73.93381899
1357,"ISMAIL, ADNAM K",10033,CONVENIENCE STORE,40.84971001,-73.93645401
1358,USA 1 FOOD CORP,10033,GROCERY SUPERMARKET,40.84756001,-73.93339503
1359,KING WASHINGTON GROCERY CORP,10033,GROCERY SUPERMARKET,40.84915002,-73.93707896
1360,GOURMET DELI HOT & COLD FOOD PLUS CORP.,10033,OTHER,40.85511998,-73.93802704
1361,REYS GROCERY DELI CORP,10033,GROCERY SUPERMARKET,40.84782999,-73.93318398
1362,LINDO DESPERTAR GROCERY CORP,10033,BAR/LOUNGE,40.84512,-73.93516303
1363,CABRINI DELI FOOD CORP,10033,CONVENIENCE STORE,40.85055,-73.94040398
1364,"MARTE, SANTANA",10033,GROCERY SUPERMARKET,40.85019,-73.93146099
1365,NEW YORK GOURMET DELI AND GROCERY CO,10033,CONVENIENCE STORE,40.85020999,-73.934511
1366,1517 DELI GROCERY CORP,10033,GROCERY SUPERMARKET,40.85234,-73.93174799
1367,CITY FUELS LLC,10033,GAS STATION,40.85353002,-73.93443104
1368,750 CANDY & TOBACCO INC,10033,GROCERY SUPERMARKET,40.85061002,-73.93773996
